OBJECTID,Document Nbr,Crash Year,Crash Date,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Persons Injured,Pedestrians Killed,Pedestrians Injured,Vehicle Count,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Relation To Roadway,Roadway Alignment,Roadway Surface Type,Roadway Defect,Roadway Description,Intersection Type,Traffic Control Type,Traffic Control Status,Work Zone Related,Work Zone Location,Work Zone Type,School Zone,First Harmful Event,First Harmful Event Loc,Alcohol?,Animal Related?,Unrestrained?,Bike?,Distracted?,Drowsy?,Drug Related?,Guardrail Related?,Hitrun?,Lgtruck?,Motorcycle?,Pedestrian?,Speed?,Max Speed Diff,RoadDeparture Type,Intersection Analysis,Senior?,Young?,Mainline?,Night?,VDOT District,Juris Code,Physical Juris Name,Functional Class,Facility Type,Area Type,SYSTEM,VSP,Ownership,Planning District,MPO Name,RTE Name,RNS MP,Node,Node Offset (ft),x,y,CRASH DATETIME,DAY OF WEEK CODE,DAY OF WEEK DESCRIPTION,CRASH CLASSIFICATION CODE,CRASH CLASSIFICATION DESCRIPTION,COLLISION ON PRIVATE PROPERTY,PEDESTRIAN INVOLVED,MANNER OF IMPACT CODE,MANNER OF IMPACT DESCRIPTION,ALCOHOL INVOLVED,DRUG INVOLVED,ROAD SURFACE CODE,ROAD SURFACE DESCRIPTION,LIGHTING CONDITION CODE,LIGHTING CONDITION DESCRIPTION,WEATHER 1 CODE,WEATHER 1 DESCRIPTION,WEATHER 2 CODE,WEATHER 2 DESCRIPTION,SEATBELT USED,MOTORCYCLE INVOLVED,MOTORCYCLE HELMET USED,BICYCLED INVOLVED,BICYCLE HELMET USED,LATITUDE,LONGITUDE,PRIMARY CONTRIBUTING CIRCUMSTANCE CODE,PRIMARY CONTRIBUTING CIRCUMSTANCE DESCRIPTION,SCHOOL BUS INVOLVED CODE,SCHOOL BUS INVOLVED DESCRIPTION,WORK ZONE,WORK ZONE LOCATION CODE,WORK ZONE LOCATION DESCRIPTION,WORK ZONE TYPE CODE,WORK ZONE TYPE DESCRIPTION,WORKERS PRESENT,the_geom,COUNTY CODE,COUNTY NAME,YEAR
36,DE-2015-000036,2015,12/30/2015,2231,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.16507,38.72158,2015 Dec 30 10:31:00 PM,4,Wednesday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,38.72158,-75.16507,17,Animal in Roadway - Deer,0,No,N,,,,,N,POINT (-75.165069999634 38.721579999892),S,Sussex,2015
37,DE-2014-000037,2014,01/05/2014,2236,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.11304,38.71797,2014 Jan 05 10:36:00 PM,1,Sunday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,4,Dark-Lighted,2,Cloudy,,,Y,N,N,N,N,38.71797,-75.11304,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.113039999687 38.717970000253),S,Sussex,2014
38,DE-2015-000038,2015,11/06/2015,1219,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),1. Dawn,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.11964,38.46753,2015 Nov 06 12:19:00 PM,6,Friday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,2,Dawn,2,Cloudy,,,Y,N,N,N,N,38.46753,-75.11964,17,Animal in Roadway - Deer,0,No,N,,,,,N,POINT (-75.119640000233 38.467530000321),S,Sussex,2015
39,DE-2012-000039,2012,03/12/2012,0744,O,0,0,0,0,0,0,0,,5. Sideswipe - Opposite Direction,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.73547,39.67883,2012 Mar 12 07:44:00 AM,2,Monday,1,Non-Reportable,Y,N,5,"Sideswipe, opposite direction",N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.67883,-75.73547,9,Made improper turn,0,No,N,,,,,N,POINT (-75.735470000097 39.678829999766),N,New Castle,2012
40,DE-2014-000040,2014,01/30/2014,1529,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.14348,38.72299,2014 Jan 30 03:29:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.72299,-75.14348,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.14347999969 38.722989999801),S,Sussex,2014
41,DE-2015-000041,2015,08/24/2015,1829,B,0,0,1,0,1,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.65162,39.60789,2015 Aug 24 06:29:00 PM,2,Monday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.60789,-75.65162,88,Other,0,No,N,,,,,N,POINT (-75.651620000124 39.607890000136),N,New Castle,2015
42,DE-2009-000042,2009,08/10/2009,1611,B,0,0,1,0,1,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.5670852,39.7557462,2009 Aug 10 04:11:00 PM,2,Monday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.7557462,-75.5670852,,,0,No,N,,,,,N,POINT (-75.567085200037 39.755746199862),N,New Castle,2009
43,DE-2009-000043,2009,08/28/2009,1800,B,0,0,1,0,1,0,0,,2. Angle,5. Rain,2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.5515435,39.7424252,2009 Aug 28 06:00:00 PM,6,Friday,3,Personal Injury Crash,N,N,3,Angle,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.7424252,-75.5515435,,,0,No,N,,,,,N,POINT (-75.551543500307 39.74242520008),N,New Castle,2009
44,DE-2009-000044,2009,10/20/2009,2018,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.7124291,39.72551,2009 Oct 20 08:18:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.72551,-75.7124291,,,0,No,N,,,,,N,POINT (-75.712429099696 39.725510000028),N,New Castle,2009
45,DE-2009-000045,2009,10/17/2009,2010,O,0,0,0,0,0,0,0,,16. Other,9. Other,2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,Yes,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.6675113,38.7542351,2009 Oct 17 08:10:00 PM,7,Saturday,2,Property Damage Only,N,N,7,Rear to rear,N,Y,2,Wet,1,Daylight,,,4,Rain,Y,N,N,N,N,38.7542351,-75.6675113,,,0,No,N,,,,,N,POINT (-75.667511299908 38.754235099766),S,Sussex,2009
46,DE-2011-000046,2011,11/18/2011,0730,O,0,0,0,0,0,0,0,,16. Other,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,Yes,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.45091,39.80089,2011 Nov 18 07:30:00 AM,6,Friday,2,Property Damage Only,N,N,88,Other,Y,N,1,Dry,5,Dark-Not Lighted,2,Cloudy,,,Y,N,N,N,N,39.80089,-75.45091,10,Driving under the influence,0,No,N,,,,,N,POINT (-75.450910000098 39.800890000114),N,New Castle,2011
47,DE-2015-000047,2015,08/19/2015,1329,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.74939,39.65146,2015 Aug 19 01:29:00 PM,4,Wednesday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.65146,-75.74939,7,Improper lane change,0,No,N,,,,,N,POINT (-75.74938999999 39.65146000002),N,New Castle,2015
48,DE-2012-000048,2012,07/05/2012,0518,B,0,0,1,0,1,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,Yes,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.5793,39.71911,2012 Jul 05 05:18:00 AM,5,Thursday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,Y,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.71911,-75.5793,88,Other,0,No,N,,,,,N,POINT (-75.579299999892 39.71910999999),N,New Castle,2012
49,DE-2009-000049,2009,10/11/2009,0020,B,0,0,1,0,1,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,001,001. Kent County,,,,,,,,,,,,,-75.5170501,38.9276743,2009 Oct 11 12:20:00 AM,7,Saturday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,38.9276743,-75.5170501,,,0,No,N,,,,,N,POINT (-75.517050099622 38.927674299744),K,Kent,2009
50,DE-2009-000050,2009,10/31/2009,2027,O,0,0,0,0,0,0,0,,8. Non-Collision,5. Rain,2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.5433836,39.7667223,2009 Oct 31 08:27:00 PM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.7667223,-75.5433836,,,0,No,N,,,,,N,POINT (-75.543383600423 39.7667222999),N,New Castle,2009
51,DE-2009-000051,2009,07/12/2009,2315,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,001,001. Kent County,,,,,,,,,,,,,-75.4359919,38.9745355,2009 Jul 12 11:15:00 PM,1,Sunday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.9745355,-75.4359919,,,0,No,N,,,,,N,POINT (-75.435991900058 38.974535500334),K,Kent,2009
52,DE-2011-000052,2011,12/10/2011,2056,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.61968,39.69559,2011 Dec 10 08:56:00 PM,7,Saturday,1,Non-Reportable,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.69559,-75.61968,7,Improper lane change,0,No,N,,,,,N,POINT (-75.619680000447 39.695590000072),N,New Castle,2011
53,DE-2012-000053,2012,01/11/2012,2224,O,0,0,0,0,0,0,0,,1. Rear End,5. Rain,5. Darkness - Road Not Lighted,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.65885,39.4177,2012 Jan 11 10:24:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,5,Dark-Not Lighted,4,Rain,,,Y,N,N,N,N,39.4177,-75.65885,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.658849999958 39.417699999964),N,New Castle,2012
54,DE-2010-000054,2010,08/05/2010,0027,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.5781,39.72034,2010 Aug 05 12:27:00 AM,4,Wednesday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,4,Dark-Lighted,1,Clear,1,Clear,Y,N,N,N,N,39.72034,-75.5781,7,Improper lane change,0,No,N,,,,,N,POINT (-75.578099999792 39.720339999946),N,New Castle,2010
55,DE-2013-000055,2013,04/29/2013,1708,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,5. Rain,2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.54517,39.72158,2013 Apr 29 05:08:00 PM,2,Monday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.72158,-75.54517,99,Unknown,0,No,N,,,,,N,POINT (-75.545170000078 39.721580000155),N,New Castle,2013
56,DE-2009-000056,2009,11/29/2009,0730,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.5470892,38.6860256,2009 Nov 29 07:30:00 AM,1,Sunday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,38.6860256,-75.5470892,,,0,No,N,,,,,N,POINT (-75.547089200377 38.68602559965),S,Sussex,2009
57,DE-2015-000057,2015,03/17/2015,2337,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.34787,38.63516,2015 Mar 17 11:37:00 PM,3,Tuesday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,38.63516,-75.34787,17,Animal in Roadway - Deer,0,No,N,,,,,N,POINT (-75.347870000379 38.635159999766),S,Sussex,2015
58,DE-2011-000058,2011,10/14/2011,1534,B,0,0,1,0,1,0,0,,16. Other,1. No Adverse Condition (Clear/Cloudy),2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.29431,38.60254,2011 Oct 14 03:34:00 PM,6,Friday,3,Personal Injury Crash,N,N,88,Other,N,N,2,Wet,1,Daylight,2,Cloudy,,,Y,N,N,N,N,38.60254,-75.29431,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.294309999723 38.602539999762),S,Sussex,2011
59,DE-2014-000059,2014,03/18/2014,2102,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.59753,39.69076,2014 Mar 18 09:02:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.69076,-75.59753,8,Following too close,0,No,N,,,,,N,POINT (-75.597529999738 39.690759999719),N,New Castle,2014
60,DE-2015-000060,2015,02/04/2015,2021,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.39895,38.67952,2015 Feb 04 08:21:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.67952,-75.39895,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.398949999573 38.679520000092),S,Sussex,2015
61,DE-2011-000061,2011,05/10/2011,1244,B,0,0,1,0,1,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.65519,39.67582,2011 May 10 12:44:00 PM,3,Tuesday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.67582,-75.65519,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.655190000284 39.675819999791),N,New Castle,2011
62,DE-2013-000062,2013,07/10/2013,2153,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),2. Daylight,"9. Water (Standing, Moving)",Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.57802,39.52096,2013 Jul 10 09:53:00 PM,4,Wednesday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,6,"Water (standing, moving)",1,Daylight,1,Clear,,,Y,N,N,N,N,39.52096,-75.57802,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.578020000325 39.520960000224),N,New Castle,2013
63,DE-2013-000063,2013,04/21/2013,2030,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.32113,38.46119,2013 Apr 21 08:30:00 PM,1,Sunday,1,Non-Reportable,Y,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.46119,-75.32113,88,Other,0,No,N,,,,,N,POINT (-75.321130000234 38.461190000136),S,Sussex,2013
64,DE-2015-000064,2015,03/07/2015,0449,O,0,0,0,0,0,0,0,,8. Non-Collision,9. Other,4. Darkness - Road Lighted,"9. Water (Standing, Moving)",Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.74992,39.67957,2015 Mar 07 04:49:00 AM,6,Friday,1,Non-Reportable,Y,N,0,Not a collision between two vehicles,N,N,6,"Water (standing, moving)",4,Dark-Lighted,88,Other,,,Y,N,N,N,N,39.67957,-75.74992,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.74991999972 39.679569999727),N,New Castle,2015
65,DE-2012-000065,2012,01/21/2012,0708,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,"10. Blowing Sand, Soil, Dirt, or Snow",4. Darkness - Road Lighted,3. Snowy,Not Provided,,,,,,,,2. No,,,Not Provided,,,Yes,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.53542,39.81622,2012 Jan 21 07:08:00 AM,7,Saturday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",Y,N,3,Snow,4,Dark-Lighted,7,Blowing Snow,,,Y,N,N,N,N,39.81622,-75.53542,10,Driving under the influence,0,No,N,,,,,N,POINT (-75.535420000395 39.816220000196),N,New Castle,2012
66,DE-2012-000066,2012,06/27/2012,1146,B,0,0,1,0,1,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,Yes,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.53804,39.75895,2012 Jun 27 11:46:00 AM,4,Wednesday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,Y,Y,39.75895,-75.53804,5,Wrong side or wrong way,0,No,N,,,,,N,POINT (-75.538039999803 39.758950000343),N,New Castle,2012
67,DE-2009-000067,2009,05/24/2009,1951,B,0,0,1,0,1,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.451335,39.8150753,2009 May 24 07:51:00 PM,1,Sunday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.8150753,-75.451335,,,0,No,N,,,,,N,POINT (-75.451335000245 39.815075299818),N,New Castle,2009
68,DE-2015-000068,2015,04/27/2015,1333,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.7293,39.64232,2015 Apr 27 01:33:00 PM,2,Monday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,1,Clear,Y,N,N,N,N,39.64232,-75.7293,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.729299999721 39.642320000022),N,New Castle,2015
69,DE-2010-000069,2010,08/20/2010,2230,B,0,0,1,0,1,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Unbelted,Yes,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.55542,39.74593,2010 Aug 20 10:30:00 PM,6,Friday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,N,N,N,Y,Y,39.74593,-75.55542,88,Other,0,No,N,,,,,N,POINT (-75.555420000252 39.745929999988),N,New Castle,2010
70,DE-2015-000070,2015,03/08/2015,2036,O,0,0,0,0,0,0,0,,3. Head On,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,001,001. Kent County,,,,,,,,,,,,,-75.42219,38.92177,2015 Mar 08 08:36:00 PM,1,Sunday,1,Non-Reportable,Y,N,2,Front to front,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.92177,-75.42219,88,Other,0,No,N,,,,,N,POINT (-75.422189999878 38.921769999673),K,Kent,2015
71,DE-2015-000071,2015,11/30/2015,2245,O,0,0,0,0,0,0,0,,2. Angle,5. Rain,4. Darkness - Road Lighted,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.60861,38.6483,2015 Nov 30 10:45:00 PM,2,Monday,2,Property Damage Only,N,N,3,Angle,N,N,2,Wet,4,Dark-Lighted,4,Rain,,,Y,N,N,N,N,38.6483,-75.60861,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.608610000115 38.648300000105),S,Sussex,2015
72,DE-2015-000072,2015,10/24/2015,2139,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.60876,39.76018,2015 Oct 24 09:39:00 PM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.76018,-75.60876,17,Animal in Roadway - Deer,0,No,N,,,,,N,POINT (-75.608759999903 39.760180000041),N,New Castle,2015
