Casetrackingid,Accidentdate,Accidenttime,Numberkilled,Numberinjured,Totalvehicles,Totalnonmotorists,Juvenilesinvolvedindicator,Secondarycrashindicator,Constructionzoneindicator,Schoolzoneindicator,Latitude,Longitude,Onroadaddress,_Primarystreet,_Crossstreet,Location,Numberoflanesblocked,Laneposition,Harmfulevent1,Harmfulevent2,Harmfulevent3,Harmfulevent4,Mostharmfulevent,Roadcontourcurves,Roadcontourgrade,Approachovertakingturn,Lightingcondition,Roaddescription,Roadcondition,Weathercondition1,Weathercondition2,Hitandrun_V1,Noncontact_V1,Parked_V1,Unlicenseddriver_V1,Duiindicator_V1,Vehicledefectcondition_V1,Positioninvehicle_D1,Drivingrestrictions_D1,Drivingendorsements_D1,Ejectionpath_D1,Safetyequipmentuse_D1,Safetyequipmenthelmet_D1,Age_D1,Airbagdeployment_D1,Injuryseverity_D1,Alcoholsuspected_D1,Marijuanasuspected_D1,Otherdrugssuspected_D1,Testedforotherdrugs_D1,Personsexcode_D1,Deadatscene_D1,Vehicletype_V1,Specialfunction_V1,Emergencylightsactivated_V1,Directionoftravel_V1,Vehiclemovement_V1,Roadwayspeedlimit_V1,Estimatedvehiclespeed_V1,Driverstatedspeed_V1,Driveraction1_V1,Driveraction2_V1,Mostapprthumancontrfactor1_V1,Mostapprthumancontrfactor2_V1,Mostapprthumancontrfactor3_V1,Autonomousvehiclecapability_V1,Drivercededcontrol_V1,Nonmotoristtype_V1,Nonmotoristmovement_V1,Nonmotoristlocation_V1,Nonmotoristlegofint_V1,Nonmotoristtypeoffacility_V1,Nonmotoristaction1_V1,Nonmotoristaction2_V1,Nonmotoristcontrfctr1_V1,Nonmotoristcontrfctr2_V1,Nonmotoristcontrfctr3_V1,Hitandrun_V2,Noncontact_V2,Parked_V2,Unlicenseddriver_V2,Duiindicator_V2,Vehicledefectcondition_V2,Positioninvehicle_D2,Drivingrestrictions_D2,Drivingendorsements_D2,Ejectionpath_D2,Safetyequipmentuse_D2,Safetyequipmenthelmet_D2,Age_D2,Airbagdeployment_D2,Injuryseverity_D2,Alcoholsuspected_D2,Marijuanasuspected_D2,Otherdrugssuspected_D2,Testedforotherdrugs_D2,Personsexcode_D2,Vehicletype_V2,Specialfunction_V2,Emergencylightsactivated_V2,Directionoftravel_V2,Vehiclemovement_V2,Roadwayspeedlimit_V2,Estimatedvehiclespeed_V2,Driverstatedspeed_V2,Driveraction1_V2,Driveraction2_V2,Mostapprthumancontrfactor1_V2,Mostapprthumancontrfactor2_V2,Mostapprthumancontrfactor3_V2,Autonomousvehiclecapability_V2,Drivercededcontrol_V2,Nonmotoristtype_V2,Nonmotoristmovement_V2,Nonmotoristlocation_V2,Nonmotoristlegofint_V2,Nonmotoristtypeoffacility_V2,Nonmotoristaction1_V2,Nonmotoristaction2_V2,Nonmotoristcontrfctr1_V2,Nonmotoristcontrfctr2_V2,Nonmotoristcontrfctr3_V2,Hitandrun_V3,Noncontact_V3,Parked_V3,Unlicenseddriver_V3,Duiindicator_V3,Positioninvehicle_D3,Drivingrestrictions_D3,Drivingendorsements_D3,Ejection_D3,Safetyequipmentuse_D3,Age_D3,Airbagdeployment_D3,Injuryseverity_D3,Alcoholsuspected_D3,Marijuanasuspected_D3,Otherdrugssuspected_D3,Testedforotherdrugs_D3,Personsexcode_D3,Vehicletype_V3,Specialfunction_V3,Emergencylightsactivated_V3,Directionoftravel_V3,Vehiclemovement_V3,Roadwayspeedlimit_V3,Estimatedvehiclespeed_V3,Driverstatedspeed_V3,Driveraction1_V3,Driveraction2_V3,Mostapprthumancontrfactor1_V3,Mostapprthumancontrfactor2_V3,Mostapprthumancontrfactor3_V3,Autonomousvehiclecapability_V3,Drivercededcontrol_V3,Nonmotoristtype_V3,Nonmotoristmovement_V3,Nonmotoristlocation_V3,Nonmotoristlegofint_V3,Nonmotoristtypeoffacility_V3,Nonmotoristaction1_V3,Nonmotoristaction2_V3,Nonmotoristcontrfctr1_V3,Nonmotoristcontrfctr2_V3,Nonmotoristcontrfctr3_V3
250039566,5/8/2025 9:33:00 AM,5/8/2025 9:33:00 AM,0.00,0.00,2.00,0.00,true,false,false,false,39.44,-104.91,5700.00,DANIELS PARK RD,,On-roadway,1.00,1,Front to Side,,,,Front to Side,Curve Right,,Not Applicable,Daylight,Non-intersection,Dry,Clear,,false,false,false,true,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",53.00,Deployed at pos. only,No Apparent Injury,No Observed,Marijuana Not Suspected,No Other Method,Not Tested,f,,SUV,No Special Function,false,South,Going Straight,40.00,40.00,,Careless Driving,,Distracted/Other Interior,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",46.00,Deployed at pos. only,No Apparent Injury,No Observed,Marijuana Not Suspected,No Other Method,Not Tested,m,SUV,No Special Function,false,North,Going Straight,40.00,40.00,,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250039659,5/8/2025 12:16:00 PM,5/8/2025 12:16:00 PM,0.00,0.00,1.00,0.00,false,false,false,false,39.50,-105.04,9990.00,TAYLOR RIVER CIR,,On-roadway,0.00,1,Domestic Animal,,,,Domestic Animal,Curve Left,Uphill,Not Applicable,Daylight,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",23.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Passenger Car/Passenger Van,No Special Function,false,South,Going Straight,30.00,,30.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250039674,5/8/2025 12:44:00 PM,5/8/2025 12:44:00 PM,0.00,1.00,2.00,0.00,false,false,false,false,39.55,-105.01,,KENDRICK CASTILLO WAY,SHEA CENTER DR,On-roadway,3.00,1,Front to Side,,,,Front to Side,Straight,Downhill,Not Applicable,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",74.00,"Not deployed at pos., deployed at others",No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,SUV,No Special Function,false,South,Making Left Turn,30.00,10.00,5.00,Failed to Yield ROW,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",75.00,Deployed at pos. and others,Suspected Serious Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,Passenger Car/Passenger Van,No Special Function,false,North,Going Straight,45.00,50.00,,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250039765,5/8/2025 3:01:00 PM,5/8/2025 3:01:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.53,-104.80,,LINCOLN AVE,KEYSTONE BLVD,On-roadway,5.00,1,Front to Side,,,,Front to Side,Straight,Downhill,Approach Turn,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",54.00,Deployed at pos. and others,Possible Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,North,Making Left Turn,45.00,10.00,,Failed to Yield ROW,,Not Observed,,,Driver Assistance,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",51.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,Pickup Truck/Utility Van,No Special Function,false,East,Going Straight,45.00,35.00,35.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250039770,5/8/2025 3:15:00 PM,5/8/2025 3:15:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.55,-104.99,-600.00,HIGHLANDS RANCH PKWY,,On-roadway,0.00,2,Front to Rear,,,,Front to Rear,Straight,Level,Not Applicable,Daylight,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",18.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Pickup Truck/Utility Van,No Special Function,false,East,Changing lanes,45.00,5.00,20.00,Improper Turn,,Driver Inexperience,Looked / Did Not See,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",46.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,SUV,No Special Function,false,East,Stopped in Traffic,45.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250039994,5/8/2025 5:00:00 PM,5/8/2025 5:00:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.48,-105.07,,GARWOOD ST,FIGWOOD ST,On-roadway,0.00,1,Side to Side - Same Direction,Parked Motor Vehicle,,,Side to Side - Same Direction,Straight,Uphill,Not Applicable,Daylight,Intersection Related,Dry,Clear,,true,false,false,,,,,,,,,,,,,,,,,,,Passenger Car/Passenger Van,No Special Function,false,West,Making U-Turn,25.00,10.00,,Improper Turn,,Driver Inexperience,Age / Driver Ability,,No Automation,,,,,,,,,,,,true,false,false,,,,,,,,,,,,,,,,,,Passenger Car/Passenger Van,No Special Function,false,East,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250040158,5/9/2025 2:55:00 PM,5/9/2025 2:55:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.34,-104.83,,LAKE GULCH RD,CRYSTAL VALLEY PKWY,On-roadway,1.00,1,Front to Front,,,,Front to Front,Straight,Level,Not Applicable,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",81.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,North,Making Left Turn,45.00,15.00,,Failed to Yield ROW,,Age / Driver Ability,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",18.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,Pickup Truck/Utility Van,No Special Function,false,South,Going Straight,45.00,45.00,,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250040188,5/9/2025 3:32:00 PM,5/9/2025 3:32:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.56,-104.90,7200.00,BUSINESS CENTER DR,,On-roadway,0.00,1,Front to Rear,,,,Front to Rear,Straight,Downhill,Not Applicable,Daylight,Driveway Access Related,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",40.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,West,Changing lanes,35.00,20.00,10.00,Followed Too Closely,,Not Observed,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",21.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,SUV,No Special Function,false,West,Slowing,35.00,5.00,5.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250040222,5/9/2025 5:44:00 PM,5/9/2025 5:44:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.56,-104.91,7155.00,BUSINESS CENTER DR,,On-roadway,1.00,1,Front to Side,,,,Front to Side,Straight,Downhill,Not Applicable,Daylight,Driveway Access Related,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",27.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,Passenger Car/Passenger Van,No Special Function,false,South,Making Left Turn,35.00,5.00,5.00,Failed to Yield ROW,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",26.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,Passenger Car/Passenger Van,No Special Function,false,West,Going Straight,35.00,30.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250040308,5/10/2025 4:12:00 AM,5/10/2025 4:12:00 AM,0.00,0.00,2.00,0.00,false,false,false,false,39.49,-105.03,9020.00,FRASER RIVER ST,,On-roadway,0.00,1,Front to Rear,,,,Front to Rear,Straight,Level,Not Applicable,Dawn or dusk,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",31.00,Deployed at pos. and others,No Apparent Injury,Yes Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,Passenger Car/Passenger Van,No Special Function,false,North,Going Straight,25.00,25.00,25.00,Careless Driving,,Other Factor,,,No Automation,,,,,,,,,,,,false,false,true,,,,,,,,,,,,,,,,,,SUV,No Special Function,false,North,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250040362,5/10/2025 10:26:00 AM,5/10/2025 10:26:00 AM,0.00,0.00,2.00,0.00,true,false,false,false,39.54,-104.91,,UNIVERSITY BLVD,QUEBEC ST,On-roadway,0.00,2,Side to Side - Same Direction,,,,Side to Side - Same Direction,Straight,Level,Not Applicable,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,Complied With,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",16.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Other Method,Not Tested,f,,Passenger Car/Passenger Van,No Special Function,false,East,Making Left Turn,45.00,35.00,,Lane Violation,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",54.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Other Method,Not Tested,m,SUV,No Special Function,false,East,Making Left Turn,45.00,35.00,,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250040389,5/10/2025 12:08:00 PM,5/10/2025 12:08:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.55,-104.91,,QUEBEC ST,ASHBURN LN,On-roadway,2.00,2,Front to Side,,,,Front to Side,Straight,Level,Not Applicable,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",19.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Other Method,Not Tested,f,,SUV,No Special Function,false,East,Making Left Turn,45.00,10.00,,Failed to Yield ROW,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",27.00,Deployed at pos. and others,Possible Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,Passenger Car/Passenger Van,No Special Function,false,South,Going Straight,45.00,45.00,,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250040396,5/10/2025 12:35:00 PM,5/10/2025 12:35:00 PM,0.00,1.00,2.00,0.00,true,false,false,false,39.49,-105.07,8700.00,RAMPART RANGE RD,,On-roadway,1.00,1,Front to Rear,,,,Front to Rear,Straight,Sag/Bottom,Not Applicable,Daylight,Driveway Access Related,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",51.00,Deployed at pos. only,Suspected Minor Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,North,Going Straight,50.00,45.00,45.00,Followed Too Closely,,Distracted/Other Exterior,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",30.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,SUV,No Special Function,false,North,Stopped in Traffic,50.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,Driver Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250040400,5/9/2025 9:00:00 PM,5/9/2025 9:00:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.53,-104.93,4815.00,TARCOOLA LN,,On-roadway,0.00,1,Parked Motor Vehicle,,,,Parked Motor Vehicle,Straight,Level,Not Applicable,Dark-unlighted,Non-intersection,Dry,Clear,,true,false,false,,,,,,,,,,,,,,,,,,,Unknown Hit & Run Only,No Special Function,false,East,Backing,25.00,5.00,,Improper Backing,,Not Observed,,,No Automation,,,,,,,,,,,,false,false,true,,,,,,,,,,,,,,,,,,Passenger Car/Passenger Van,No Special Function,false,West,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250040443,5/10/2025 3:48:00 PM,5/10/2025 3:48:00 PM,0.00,2.00,2.00,0.00,false,false,false,false,39.46,-104.69,,HILLTOP RD,SINGING HILLS RD,On-roadway,3.00,1,Front to Side,Overturning/Rollover,,,Overturning/Rollover,Straight,Downhill,Not Applicable,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",48.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,SUV,No Special Function,false,South,Making Left Turn,35.00,15.00,15.00,Failed to Yield ROW,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",32.00,Deployed at pos. and others,Suspected Minor Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,Pickup Truck/Utility Van,No Special Function,false,West,Going Straight,45.00,45.00,45.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250040445,5/10/2025 4:07:00 PM,5/10/2025 4:07:00 PM,0.00,0.00,1.00,0.00,false,false,false,false,39.54,-104.94,,GRACE BLVD,CHATSWOOD TRL,Ran off right side,1.00,1,Curb,Tree,,,Tree,Curve Left,Downhill,Not Applicable,Daylight,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",27.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,Passenger Car/Passenger Van,No Special Function,false,East,Going Straight,30.00,40.00,30.00,Speeding,,Distracted/Other Interior,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250040449,5/10/2025 4:07:00 PM,5/10/2025 4:07:00 PM,0.00,0.00,2.00,0.00,true,false,false,false,39.53,-105.01,,WILDCAT RESERVE PKWY,MOUNTAIN MAPLE LN,On-roadway,0.00,3,Front to Side,,,,Front to Side,Straight,Level,Overtaking Turn,Daylight,Intersection Related,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",86.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,West,Going Straight,45.00,40.00,,Failed to Stop at Signal,,Age / Driver Ability,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,Complied With,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",17.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,SUV,No Special Function,false,North,Making Left Turn,25.00,20.00,20.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250040508,5/10/2025 9:30:00 AM,5/10/2025 9:30:00 AM,0.00,1.00,1.00,0.00,true,false,false,false,39.49,-104.93,8611.00,DANIELS PARK RD,,Ran off right side,0.00,0,Large Rocks or Boulder,Overturning/Rollover,,,Large Rocks or Boulder,,,Not Applicable,Dawn or dusk,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,Complied With,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",17.00,Deployed at pos. and others,Suspected Minor Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Passenger Car/Passenger Van,No Special Function,false,North,Negotiating a Curve,25.00,80.00,,Speeding,Over-Correcting / Over-Steering,Driver Inexperience,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250040812,5/11/2025 10:37:00 PM,5/11/2025 10:37:00 PM,0.00,0.00,1.00,0.00,false,false,false,false,39.44,-104.91,5500.00,DANIELS PARK RD,,On-roadway,1.00,1,Wild Animal,,,,Wild Animal,Straight,Downhill,Not Applicable,Dark-unlighted,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",20.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,South,Going Straight,40.00,40.00,40.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250040872,5/12/2025 8:05:00 AM,5/12/2025 8:05:00 AM,0.00,0.00,2.00,0.00,true,false,false,false,39.53,-104.94,,WILDCAT RESERVE PKWY,FAIRVIEW PKWY,On-roadway,0.00,2,Front to Front,,,,Front to Front,,,Overtaking Turn,Daylight,,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",17.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,North,Making Right Turn,45.00,20.00,20.00,Lane Violation,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Unknown,"N/A Cars, truck, etc.",46.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,SUV,No Special Function,false,South,Making Left Turn,45.00,20.00,15.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250040959,5/12/2025 10:52:00 AM,5/12/2025 10:52:00 AM,0.00,1.00,2.00,0.00,false,false,true,false,39.47,-104.68,7700.00,,,,,,,,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",83.00,Deployed at pos. and others,Suspected Minor Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,SUV,No Special Function,false,North,Going Straight,35.00,35.00,,Careless Driving,,Distracted/Other Exterior,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Not used,"N/A Cars, truck, etc.",63.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,Pickup Truck/Utility Van,No Special Function,false,North,Parked,35.00,0.00,0.00,Impeded Traffic,,Distracted/Other Exterior,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250041076,5/12/2025 3:32:00 PM,5/12/2025 3:32:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.55,-105.01,9349.00,WOLFE PL,,On-roadway,0.00,,Parked Motor Vehicle,,,,Parked Motor Vehicle,Curve Left,Level,Not Applicable,Daylight,Driveway Access Related,Dry,Clear,,false,false,false,false,false,Mechanical failure,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",73.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Passenger Car/Passenger Van,No Special Function,false,Southeast,Backing,20.00,5.00,5.00,Improper Backing,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,true,,,,,,,,,,,,,,,,,,Pickup Truck/Utility Van,No Special Function,false,West,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
