OBJECTID,Document Nbr,Crash Year,Crash Date,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Persons Injured,Pedestrians Killed,Pedestrians Injured,Vehicle Count,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Relation To Roadway,Roadway Alignment,Roadway Surface Type,Roadway Defect,Roadway Description,Intersection Type,Traffic Control Type,Traffic Control Status,Work Zone Related,Work Zone Location,Work Zone Type,School Zone,First Harmful Event,First Harmful Event Loc,Alcohol?,Animal Related?,Unrestrained?,Bike?,Distracted?,Drowsy?,Drug Related?,Guardrail Related?,Hitrun?,Lgtruck?,Motorcycle?,Pedestrian?,Speed?,Max Speed Diff,RoadDeparture Type,Intersection Analysis,Senior?,Young?,Mainline?,Night?,VDOT District,Juris Code,Physical Juris Name,Functional Class,Facility Type,Area Type,SYSTEM,VSP,Ownership,Planning District,MPO Name,RTE Name,RNS MP,Node,Node Offset (ft),x,y
34,170215230,2017,1/10/2017 5:00,1800,O,0,0,0,0,0,0,0,2,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,3. Snowy,11. Intersection Related - Outside 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,36. Cross Centerline,1. On Roadway,No,No,Belted,No,No,No,No,No,Yes,No,No,No,No,,NOT_RD,Urban Intersection,No,Yes,Yes,Yes,5. Hampton Roads,121,121. City of Newport News,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,R-VA   SR00171WB,0.03,646114,114.06,-76.49333941,37.10487177
35,170775068,2017,3/17/2017 4:00,1400,O,0,0,0,0,0,0,0,2,3. Head On,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,7. No Passing Lines,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,Yes,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,4. Richmond,58,058. Mecklenburg County,"5-Major Collector (I,4)",3-Two-Way Undivided,Rural,VDOT Secondary,3,1. State Hwy Agency,Southside,,R-VA058SC00618NB,4.08,453074,42.17,-78.12051933,36.635252
36,170400007,2017,1/26/2017 5:00,915,C,0,0,0,4,4,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,6. No Traffic Control Device Present,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Unbelted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,9. Northern Virginia,29,029. Fairfax County,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,VDOT Primary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   US00001SB,189.81,1034031,113.27,-77.0811295,38.77367107
37,171805151,2017,6/28/2017 4:00,1045,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,15. Other Fixed Object,"8. Off Roadway, Location Unknown",No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,Yes,No,Yes,No,1. Bristol,102,102. City of Bristol,"7-Local (J,6)",3-Two-Way Undivided,Urban,NonVDOT secondary,4,3. City or Town Hwy Agency,Mount Rogers,BRIS,S-VA102PR SPRING VALLEY DR,0.32,,,-82.11494974,36.62900773
38,171525335,2017,5/25/2017 4:00,2145,B,0,0,3,0,3,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,2. Wet,9. Within Intersection,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,Yes,Yes,Yes,9. Northern Virginia,29,029. Fairfax County,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,VDOT Primary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   SR00007EB,56.15,264746,11.4,-77.27476532,38.95794582
39,173155071,2017,11/10/2017 5:00,747,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,6. Traffic Lanes Marked,6. No Traffic Control Device Present,2. No,,,1. Yes,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,Yes,No,Yes,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,9. Northern Virginia,53,053. Loudoun County,"5-Major Collector (I,4)",3-Two-Way Undivided,Rural,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA053SC00611SB,2.24,1174634,32.28,-77.78906857,39.00513513
40,172215148,2017,8/8/2017 4:00,745,C,0,0,0,2,2,0,0,4,1. Rear End,5. Rain,2. Daylight,2. Wet,8. Non-Intersection,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,No,Yes,No,3. Lynchburg,108,108. City of Danville,"3-Principal Arterial - Other (E,2)",3-Two-Way Undivided,Urban,NonVDOT primary,6,3. City or Town Hwy Agency,West Piedmont,DAN,R-VA   US00029SBBUS001,6.61,519801,100.26,-79.41262428,36.60400356
41,172265179,2017,8/13/2017 4:00,1207,C,0,0,0,3,3,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,2. Wet,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,Yes,Yes,No,5. Hampton Roads,114,114. City of Hampton,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,NonVDOT primary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,R-VA   SR00169SB,6.33,1064137,15.78,-76.33352846,37.05266496
42,171815290,2017,6/30/2017 4:00,1220,B,0,0,1,0,1,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,Yes,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,4. Richmond,43,043. Henrico County,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,VDOT Primary,1,1. State Hwy Agency,Richmond Regional,RICH,R-VA   US00250WB,156.03,378715,316.9,-77.56368069,37.6420716
43,171385028,2017,5/11/2017 4:00,1226,O,0,0,0,0,0,0,0,2,2. Angle,5. Rain,2. Daylight,2. Wet,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,Yes,Yes,Yes,No,5. Hampton Roads,99,099. York County,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,VDOT Primary,5,1. State Hwy Agency,Hampton Roads,HAMP,R-VA   SR00171EB,3.74,671002,10.58,-76.4324294,37.12221205
44,170545335,2017,2/23/2017 5:00,1545,B,0,0,1,0,1,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,5. On Entrance/Exit Ramp,10. On/Off Ramp,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"4. One-Way, Not Divided",1. Not at Intersection,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,Yes,No,No,,NOT_RD,Not Intersection,No,No,No,No,9. Northern Virginia,100,100. City of Alexandria,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Primary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   SR00236WB      RMP010.00A,0.01,,,-77.13838534,38.81605984
45,172295374,2017,8/12/2017 4:00,1500,C,0,0,0,1,1,0,0,4,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,1. No Traffic Control,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,Yes,Yes,No,5. Hampton Roads,121,121. City of Newport News,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,R-VA   SR00143NB,17.18,1258338,116.34,-76.49092647,37.1002047
46,173485280,2017,12/14/2017 5:00,1300,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,2. Trees,2. Shoulder,No,No,Belted,No,No,No,Yes,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,Yes,Yes,No,2. Salem,70,070. Patrick County,"7-Local (J,6)",3-Two-Way Undivided,Rural,VDOT Secondary,6,1. State Hwy Agency,West Piedmont,,R-VA070SC00694WB,2.38,715427,220.75,-80.20709402,36.64451499
47,172265318,2017,8/3/2017 4:00,728,B,0,0,1,0,1,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,"13. Driveway, Alley-Access - Related",2. Curve - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,7. No Passing Lines,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,8. Staunton,7,007. Augusta County,"7-Local (J,6)",3-Two-Way Undivided,Rural,VDOT Secondary,3,1. State Hwy Agency,Central Shenandoah,,R-VA007SC00788WB,0.05,135141,239.44,-78.96477696,38.18956494
48,173285205,2017,11/23/2017 5:00,1945,O,0,0,0,0,0,0,0,2,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,8. Non-Intersection,5. Hillcrest - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,7. No Passing Lines,1. Yes - Working,2. No,,,3. No,5. Guard Rail,4. Roadside,No,No,Belted,No,No,No,No,Yes,Yes,No,No,No,No,,RD_UNKNOWN,Not Intersection,No,No,Yes,Yes,1. Bristol,86,086. Smyth County,6-Minor Collector (5),3-Two-Way Undivided,Rural,VDOT Secondary,4,1. State Hwy Agency,Mount Rogers,,R-VA086SC00622SB,0.51,,,-81.40910669,36.81488781
49,170250029,2017,1/6/2017 5:00,1251,A,0,1,0,0,1,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,2. Curve - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,6. No Traffic Control Device Present,2. No,,,3. No,28. Ran Off Road,2. Shoulder,No,No,Unbelted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,Yes,No,Yes,No,9. Northern Virginia,29,029. Fairfax County,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA029SC00645EB,9.25,1249063,21.85,-77.39479337,38.7952461
50,172895187,2017,10/13/2017 4:00,1942,C,0,0,0,2,2,0,0,1,9. Fixed Object - Off Road,5. Rain,5. Darkness - Road Not Lighted,2. Wet,1. Main-Line Roadway,2. Curve - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,14. Ditch,2. Shoulder,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,Yes,Yes,Yes,5. Hampton Roads,114,114. City of Hampton,"7-Local (J,6)",3-Two-Way Undivided,Urban,NonVDOT secondary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,S-VA114PR HALL RD,1.5,,,-76.29158981,37.07856575
51,170485306,2017,2/17/2017 5:00,1545,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,2. Acceleration/Deceleration Lanes,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,5. Hampton Roads,134,134. City of Virginia Beach,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,R-VA   US00013NB,51.96,541014,345.33,-76.17845795,36.88756119
52,170735321,2017,3/13/2017 4:00,1920,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,5. Rain,5. Darkness - Road Not Lighted,2. Wet,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,14. Ditch,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,RD_LEFT,Not Intersection,No,Yes,Yes,Yes,5. Hampton Roads,87,087. Southampton County,"5-Major Collector (I,4)",3-Two-Way Undivided,Rural,VDOT Secondary,5,1. State Hwy Agency,Hampton Roads,,R-VA087SC00616NB,6.3,,,-77.02857738,36.80773237
53,172785125,2017,9/20/2017 4:00,1522,O,0,0,0,0,0,0,0,2,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,3. Traffic Signal,1. Yes - Working,2. No,,,1. Yes,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,Yes,Yes,No,5. Hampton Roads,114,114. City of Hampton,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,NonVDOT primary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,R-VA   SR00169NB,5.31,253114,84.58,-76.31779534,37.05908295
54,170975050,2017,4/5/2017 4:00,1245,B,0,0,1,1,2,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,Yes,Yes,No,5. Hampton Roads,134,134. City of Virginia Beach,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,NonVDOT primary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,R-VA   SR00165NB,20.35,1081204,30.88,-76.06094571,36.7562151
55,170305333,2017,1/30/2017 5:00,1524,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",2. Two Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,Yes,No,Yes,No,7. Culpeper,2,002. Albemarle County,"5-Major Collector (I,4)",3-Two-Way Undivided,Urban,VDOT Secondary,3,1. State Hwy Agency,Thomas Jefferson,CVIL,R-VA002SC00742NB,1.53,110480,10.46,-78.4977824,38.00060854
56,171775034,2017,6/25/2017 4:00,1952,C,0,0,0,1,1,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,Yes,Yes,No,6. Fredericksburg,111,111. City of Fredericksburg,"5-Major Collector (I,4)",3-Two-Way Undivided,Urban,NonVDOT secondary,2,3. City or Town Hwy Agency,George Washington Regional,FRED,S-VA111NP CHARLES ST,0.1,617570,15.92,-77.45741995,38.29617072
57,173195501,2017,11/15/2017 5:00,1538,A,0,1,0,0,1,0,1,1,12. Ped,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,4. Grade - Curve,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,19. Ped,1. On Roadway,No,No,Unbelted,No,Yes,No,No,No,No,No,No,Yes,No,,NOT_RD,Not Intersection,No,No,Yes,No,9. Northern Virginia,29,029. Fairfax County,"7-Local (J,6)",3-Two-Way Undivided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA029SC02749WB,0.27,268755,435.84,-77.20016109,38.91560326
58,173035319,2017,10/25/2017 4:00,1644,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,3. Yes - Not Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,Yes,15,NOT_RD,Not Intersection,No,No,Yes,No,6. Fredericksburg,89,089. Stafford County,"1-Interstate (A,1)",4-Two-Way Divided,Rural,VDOT Interstate,2,1. State Hwy Agency,George Washington Regional,FRED,R-VA   IS00095SB,148.01,,,-77.37422465,38.51868308
59,170645096,2017,2/19/2017 5:00,2113,C,0,0,0,1,1,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,9. Within Intersection,4. Grade - Curve,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",2. Two Approaches,6. Traffic Lanes Marked,6. No Traffic Control Device Present,2. No,,,3. No,4. Fence Or Post,4. Roadside,No,Yes,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,Yes,Yes,Yes,2. Salem,60,060. Montgomery County,"5-Major Collector (I,4)",3-Two-Way Undivided,Rural,VDOT Secondary,6,1. State Hwy Agency,New River Valley,NRV,R-VA060SC00666EB,0.38,463218,99.98,-80.49776109,37.09680363
60,172915301,2017,10/18/2017 4:00,1717,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,4. Richmond,20,020. Chesterfield County,"5-Major Collector (I,4)",3-Two-Way Undivided,Urban,VDOT Secondary,1,1. State Hwy Agency,"Richmond Regional, Crater",RICH,R-VA020SC00678NB,7.15,203697,30.54,-77.55770927,37.52483676
61,171055109,2017,4/15/2017 4:00,1035,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,Yes,No,Yes,No,4. Richmond,43,043. Henrico County,,,Urban,NonVDOT secondary,1,2. County Hwy Agency,Richmond Regional,RICH,S-VA043PR POATES DR,0.11,,,-77.48889633,37.63035012
62,171745166,2017,6/22/2017 4:00,1854,A,0,1,1,0,2,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",3. Three Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Unbelted,No,Yes,No,No,No,No,No,No,No,Yes,5,NOT_RD,VDOT Intersection,No,No,Yes,No,6. Fredericksburg,48,048. King George County,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Rural,VDOT Primary,1,1. State Hwy Agency,George Washington Regional,,R-VA   SR00003EB,47.73,403026,52.22,-77.24966154,38.26394235
63,171755279,2017,5/28/2017 4:00,1547,B,0,0,1,0,1,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,Yes,Yes,Yes,No,9. Northern Virginia,29,029. Fairfax County,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA029SC00662EB,1.51,263397,102.08,-77.45011851,38.85551958
64,170235195,2017,1/23/2017 5:00,1330,B,0,0,1,0,1,0,1,1,6. Fixed Object in Road,5. Rain,2. Daylight,2. Wet,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,6. No Traffic Control Device Present,2. No,,,3. No,12. Building/Structure,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,Yes,No,,RD_UNKNOWN,Not Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,2-Principal Arterial - Other Freeways and Expressways (B),4-Two-Way Divided,Urban,NonVDOT primary,1,5. Toll Roads Maintained by Others,Richmond Regional,RICH,R-VA   SR00195SB,2.09,,,-77.46191032,37.54492223
65,171215454,2017,4/9/2017 4:00,2315,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,Yes,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,Yes,4. Richmond,20,020. Chesterfield County,"3-Principal Arterial - Other (E,2)",3-Two-Way Undivided,Urban,VDOT Primary,1,1. State Hwy Agency,"Richmond Regional, Crater",RICH,R-VA   SR00147WB,4.26,1127012,76.12,-77.56451735,37.53628242
66,172205004,2017,8/7/2017 4:00,2040,B,0,0,2,2,4,0,0,2,5. Sideswipe - Opposite Direction,5. Rain,4. Darkness - Road Lighted,2. Wet,"13. Driveway, Alley-Access - Related",1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"7-Local (J,6)",3-Two-Way Undivided,Urban,NonVDOT secondary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,S-VA127PR ROANOKE ST E,0.04,209790,211.61,-77.47450244,37.50972848
